datetime,open,high,low,close,volume
2026-02-13,6865.5,6897.75,6808.75,6850.5,1803723
2026-02-17,6852.5,6885.5,6791.0,6860.5,1837384
2026-02-18,6862.75,6925.75,6848.75,6894.25,1346435
2026-02-19,6891.75,6912.5,6847.75,6877.0,1286455
2026-02-20,6874.25,6931.5,6847.25,6923.25,1816863
2026-02-23,6918.0,6930.25,6832.75,6851.5,1462094
2026-02-24,6858.25,6912.75,6828.5,6903.75,1335317
2026-02-25,6900.25,6983.75,6892.25,6959.75,1062293
2026-02-26,6965.0,6970.75,6870.75,6920.0,1548837
2026-02-27,6899.0,6915.5,6841.5,6889.0,1638910
2026-03-02,6820.0,6911.25,6768.5,6888.25,1844835
2026-03-03,6883.5,6886.0,6718.75,6824.75,2259359
2026-03-04,6813.25,6894.0,6773.5,6876.0,1546814
2026-03-05,6883.25,6900.75,6777.0,6835.25,1948470
2026-03-06,6826.0,6854.0,6715.75,6743.75,1940173
2026-03-09,6685.5,6818.5,6584.5,6801.0,2265287
2026-03-10,6800.75,6852.0,6762.5,6787.25,1893966
2026-03-11,6796.75,6822.5,6749.75,6779.5,1603374
2026-03-12,6766.0,6769.5,6671.75,6677.5,2042016
2026-03-13,6684.25,6737.5,6625.0,6636.0,2407679
2026-03-16,6608.5,6734.25,6608.5,6704.75,2025388
2026-03-17,6700.0,6757.5,6665.25,6721.75,834934
2026-03-18,6722.5,6762.25,6604.0,6626.0,501911
2026-03-19,6622.0,6644.5,6561.75,6609.25,450179
2026-03-20,6622.75,6635.0,6558.0,6594.6298828125,2011431
2026-03-23,6510.0,6748.0,6483.5,6634.75,2176195
2026-03-24,6635.0,6680.5,6573.5,6606.0,1924003
2026-03-25,6646.5,6684.75,6616.5,6640.75,1709266
2026-03-26,6641.5,6647.0,6517.0,6525.0,1689160
2026-03-27,6536.0,6568.5,6389.0,6412.25,1918291
2026-03-30,6380.0,6481.75,6359.5,6388.25,1793061
2026-03-31,6385.25,6583.25,6353.25,6570.75,2363577
2026-04-01,6562.0,6653.75,6561.0,6617.75,1752607
2026-04-02,6618.5,6644.5,6503.75,6622.25,1965184
2026-04-06,6590.0,6661.0,6567.0,6651.0,1103916
2026-04-07,6650.5,6673.5,6572.75,6656.75,1997800
2026-04-08,6689.0,6847.25,6652.25,6823.75,2199329
2026-04-09,6814.25,6876.0,6792.5,6863.25,1604541
2026-04-10,6858.0,6888.0,6846.25,6855.25,1312566
2026-04-13,6780.0,6928.25,6767.0,6922.75,1541313
2026-04-14,6925.25,7008.0,6920.25,7004.75,1356650
2026-04-15,7004.0,7064.5,6991.75,7060.5,1395387
2026-04-16,7057.25,7089.0,7046.5,7077.0,1360502
2026-04-17,7077.25,7185.75,7075.25,7161.5,1847098
2026-04-20,7102.5,7160.5,7085.0,7148.0,1374523
2026-04-21,7150.75,7183.0,7085.0,7100.0,1819102
2026-04-22,7125.0,7173.0,7121.25,7171.25,1185812
2026-04-23,7163.0,7181.5,7079.25,7143.5,1862446
2026-04-24,7143.0,7200.5,7135.5,7194.75,1463962
2026-04-27,7185.0,7211.25,7171.5,7206.0,1085690
2026-04-28,7172.5,7188.0,7169.0,7183.75,36402
